split,image_stem,parsed_id,source_image_path,expected_label_path,original_record_status,split_eligibility,object_count,class_ids_present
train,uniform_20260606_141636_631_id000118_portrait,118,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141636_631_id000118_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141636_631_id000118_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141637_638_id000119_portrait,119,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141637_638_id000119_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141637_638_id000119_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141638_641_id000120_portrait,120,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141638_641_id000120_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141638_641_id000120_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141639_654_id000121_portrait,121,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141639_654_id000121_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141639_654_id000121_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141640_647_id000122_portrait,122,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141640_647_id000122_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141640_647_id000122_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141641_632_id000123_portrait,123,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141641_632_id000123_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141641_632_id000123_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141642_621_id000124_portrait,124,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141642_621_id000124_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141642_621_id000124_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141643_666_id000125_portrait,125,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141643_666_id000125_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141643_666_id000125_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141645_632_id000127_portrait,127,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141645_632_id000127_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141645_632_id000127_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141646_631_id000128_portrait,128,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141646_631_id000128_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141646_631_id000128_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141647_647_id000129_portrait,129,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141647_647_id000129_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141647_647_id000129_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141648_646_id000130_portrait,130,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141648_646_id000130_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141648_646_id000130_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141649_725_id000131_portrait,131,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141649_725_id000131_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141649_725_id000131_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141650_736_id000132_portrait,132,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141650_736_id000132_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141650_736_id000132_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141651_719_id000133_portrait,133,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141651_719_id000133_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141651_719_id000133_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141652_762_id000134_portrait,134,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141652_762_id000134_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141652_762_id000134_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141653_690_id000135_portrait,135,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141653_690_id000135_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141653_690_id000135_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141654_746_id000136_portrait,136,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141654_746_id000136_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141654_746_id000136_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141655_737_id000137_portrait,137,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141655_737_id000137_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141655_737_id000137_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141656_697_id000138_portrait,138,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141656_697_id000138_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141656_697_id000138_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141657_691_id000139_portrait,139,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141657_691_id000139_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141657_691_id000139_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141658_639_id000140_portrait,140,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141658_639_id000140_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141658_639_id000140_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141659_678_id000141_portrait,141,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141659_678_id000141_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141659_678_id000141_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141700_683_id000142_portrait,142,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141700_683_id000142_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141700_683_id000142_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141701_678_id000143_portrait,143,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141701_678_id000143_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141701_678_id000143_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141702_678_id000144_portrait,144,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141702_678_id000144_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141702_678_id000144_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141703_667_id000145_portrait,145,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141703_667_id000145_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141703_667_id000145_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141704_683_id000146_portrait,146,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141704_683_id000146_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141704_683_id000146_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141705_629_id000147_portrait,147,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141705_629_id000147_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141705_629_id000147_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141706_643_id000148_portrait,148,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141706_643_id000148_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141706_643_id000148_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141707_673_id000149_portrait,149,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141707_673_id000149_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141707_673_id000149_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141708_672_id000150_portrait,150,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141708_672_id000150_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141708_672_id000150_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141709_729_id000151_portrait,151,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141709_729_id000151_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141709_729_id000151_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141710_813_id000152_portrait,152,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141710_813_id000152_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141710_813_id000152_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141711_758_id000153_portrait,153,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141711_758_id000153_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141711_758_id000153_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141712_768_id000154_portrait,154,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141712_768_id000154_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141712_768_id000154_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141713_763_id000155_portrait,155,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141713_763_id000155_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141713_763_id000155_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141714_668_id000156_portrait,156,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141714_668_id000156_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141714_668_id000156_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141715_695_id000157_portrait,157,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141715_695_id000157_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141715_695_id000157_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141716_691_id000158_portrait,158,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141716_691_id000158_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141716_691_id000158_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141717_718_id000159_portrait,159,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141717_718_id000159_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141717_718_id000159_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141718_705_id000160_portrait,160,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141718_705_id000160_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141718_705_id000160_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141719_719_id000161_portrait,161,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141719_719_id000161_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141719_719_id000161_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141720_658_id000162_portrait,162,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141720_658_id000162_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141720_658_id000162_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141721_693_id000163_portrait,163,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141721_693_id000163_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141721_693_id000163_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141723_677_id000165_portrait,165,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141723_677_id000165_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141723_677_id000165_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141724_695_id000166_portrait,166,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141724_695_id000166_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141724_695_id000166_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141725_703_id000167_portrait,167,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141725_703_id000167_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141725_703_id000167_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141726_700_id000168_portrait,168,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141726_700_id000168_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141726_700_id000168_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141727_718_id000169_portrait,169,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141727_718_id000169_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141727_718_id000169_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141728_733_id000170_portrait,170,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141728_733_id000170_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141728_733_id000170_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141729_694_id000171_portrait,171,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141729_694_id000171_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141729_694_id000171_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141730_698_id000172_portrait,172,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141730_698_id000172_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141730_698_id000172_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141732_698_id000174_portrait,174,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141732_698_id000174_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141732_698_id000174_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141733_699_id000175_portrait,175,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141733_699_id000175_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141733_699_id000175_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141734_701_id000176_portrait,176,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141734_701_id000176_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141734_701_id000176_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
train,uniform_20260606_141736_687_id000178_portrait,178,/content/drive/MyDrive/DATN2/dataset_images/uniform_20260606_141736_687_id000178_portrait.jpg,/content/drive/MyDrive/DATN2/labels/all/uniform_20260606_141736_687_id000178_portrait.txt,valid_positive,eligible_for_train_and_val,3,"[0, 2, 3]"
